NP_ID,Neighborhood,Demographic,Unit_Size,Affordable_ind,Year
16,Pleasant Valley,3-Person Extremely Low-Income,Studio,Y,2016
16,Pleasant Valley,3-Person Extremely Low-Income,1-BR,N,2016
16,Pleasant Valley,3-Person Extremely Low-Income,2-BR,N,2016
16,Pleasant Valley,3-Person Extremely Low-Income,3-BR,N,2016
16,Pleasant Valley,3-Person Extremely Low-Income,Homeownership,Y,2016
16,Pleasant Valley,3-Person Low-Income,Studio,Y,2016
16,Pleasant Valley,3-Person Low-Income,1-BR,N,2016
16,Pleasant Valley,3-Person Low-Income,2-BR,N,2016
16,Pleasant Valley,3-Person Low-Income,3-BR,N,2016
16,Pleasant Valley,3-Person Low-Income,Homeownership,Y,2016
16,Pleasant Valley,3-Person Moderate-Income,Studio,Y,2016
16,Pleasant Valley,3-Person Moderate-Income,1-BR,N,2016
16,Pleasant Valley,3-Person Moderate-Income,2-BR,N,2016
16,Pleasant Valley,3-Person Moderate-Income,3-BR,N,2016
16,Pleasant Valley,3-Person Moderate-Income,Homeownership,Y,2016
16,Pleasant Valley,Couple with Family,Studio,Y,2016
16,Pleasant Valley,Couple with Family,1-BR,N,2016
16,Pleasant Valley,Couple with Family,2-BR,N,2016
16,Pleasant Valley,Couple with Family,3-BR,N,2016
16,Pleasant Valley,Couple with Family,Homeownership,Y,2016
16,Pleasant Valley,White,Studio,N,2016
16,Pleasant Valley,White,1-BR,N,2016
16,Pleasant Valley,White,2-BR,N,2016
16,Pleasant Valley,White,3-BR,N,2016
16,Pleasant Valley,White,Homeownership,N,2016
16,Pleasant Valley,Black,Studio,Y,2016
16,Pleasant Valley,Black,1-BR,N,2016
16,Pleasant Valley,Black,2-BR,N,2016
16,Pleasant Valley,Black,3-BR,N,2016
16,Pleasant Valley,Black,Homeownership,Y,2016
16,Pleasant Valley,Latino,Studio,Y,2016
16,Pleasant Valley,Latino,1-BR,N,2016
16,Pleasant Valley,Latino,2-BR,N,2016
16,Pleasant Valley,Latino,3-BR,N,2016
16,Pleasant Valley,Latino,Homeownership,N,2016
16,Pleasant Valley,Native American,Studio,Y,2016
16,Pleasant Valley,Native American,1-BR,N,2016
16,Pleasant Valley,Native American,2-BR,N,2016
16,Pleasant Valley,Native American,3-BR,N,2016
16,Pleasant Valley,Native American,Homeownership,N,2016
16,Pleasant Valley,Asian,Studio,Y,2016
16,Pleasant Valley,Asian,1-BR,N,2016
16,Pleasant Valley,Asian,2-BR,N,2016
16,Pleasant Valley,Asian,3-BR,N,2016
16,Pleasant Valley,Asian,Homeownership,Y,2016
16,Pleasant Valley,Senior,Studio,Y,2016
16,Pleasant Valley,Senior,1-BR,N,2016
16,Pleasant Valley,Senior,2-BR,N,2016
16,Pleasant Valley,Senior,3-BR,N,2016
16,Pleasant Valley,Senior,Homeownership,N,2016
16,Pleasant Valley,Single Mother,Studio,Y,2016
16,Pleasant Valley,Single Mother,1-BR,N,2016
16,Pleasant Valley,Single Mother,2-BR,N,2016
16,Pleasant Valley,Single Mother,3-BR,N,2016
16,Pleasant Valley,Single Mother,Homeownership,N,2016
16,Pleasant Valley,Foreign-Born,Studio,Y,2016
16,Pleasant Valley,Foreign-Born,1-BR,N,2016
16,Pleasant Valley,Foreign-Born,2-BR,N,2016
16,Pleasant Valley,Foreign-Born,3-BR,N,2016
16,Pleasant Valley,Foreign-Born,Homeownership,Y,2016
17,Raleigh Hills,Avg. Portland Household,Studio,Y,2016
17,Raleigh Hills,Avg. Portland Household,1-BR,N,2016
17,Raleigh Hills,Avg. Portland Household,2-BR,N,2016
17,Raleigh Hills,Avg. Portland Household,3-BR,N,2016
17,Raleigh Hills,Avg. Portland Household,Homeownership,Y,2016
17,Raleigh Hills,3-Person Extremely Low-Income,Studio,Y,2016
17,Raleigh Hills,3-Person Extremely Low-Income,1-BR,N,2016
17,Raleigh Hills,3-Person Extremely Low-Income,2-BR,N,2016
17,Raleigh Hills,3-Person Extremely Low-Income,3-BR,N,2016
17,Raleigh Hills,3-Person Extremely Low-Income,Homeownership,Y,2016
17,Raleigh Hills,3-Person Low-Income,Studio,Y,2016
17,Raleigh Hills,3-Person Low-Income,1-BR,N,2016
17,Raleigh Hills,3-Person Low-Income,2-BR,N,2016
17,Raleigh Hills,3-Person Low-Income,3-BR,N,2016
17,Raleigh Hills,3-Person Low-Income,Homeownership,Y,2016
17,Raleigh Hills,3-Person Moderate-Income,Studio,Y,2016
17,Raleigh Hills,3-Person Moderate-Income,1-BR,N,2016
17,Raleigh Hills,3-Person Moderate-Income,2-BR,N,2016
17,Raleigh Hills,3-Person Moderate-Income,3-BR,N,2016
17,Raleigh Hills,3-Person Moderate-Income,Homeownership,Y,2016
17,Raleigh Hills,Couple with Family,Studio,Y,2016
17,Raleigh Hills,Couple with Family,1-BR,N,2016
17,Raleigh Hills,Couple with Family,2-BR,N,2016
17,Raleigh Hills,Couple with Family,3-BR,N,2016
17,Raleigh Hills,Couple with Family,Homeownership,Y,2016
17,Raleigh Hills,White,Studio,N,2016
17,Raleigh Hills,White,1-BR,N,2016
17,Raleigh Hills,White,2-BR,N,2016
17,Raleigh Hills,White,3-BR,N,2016
17,Raleigh Hills,White,Homeownership,N,2016
17,Raleigh Hills,Black,Studio,Y,2016
17,Raleigh Hills,Black,1-BR,N,2016
17,Raleigh Hills,Black,2-BR,N,2016
17,Raleigh Hills,Black,3-BR,N,2016
17,Raleigh Hills,Black,Homeownership,Y,2016
17,Raleigh Hills,Latino,Studio,Y,2016
17,Raleigh Hills,Latino,1-BR,N,2016
17,Raleigh Hills,Latino,2-BR,N,2016
17,Raleigh Hills,Latino,3-BR,N,2016
17,Raleigh Hills,Latino,Homeownership,N,2016
17,Raleigh Hills,Native American,Studio,Y,2016
17,Raleigh Hills,Native American,1-BR,N,2016
17,Raleigh Hills,Native American,2-BR,N,2016
17,Raleigh Hills,Native American,3-BR,N,2016
17,Raleigh Hills,Native American,Homeownership,N,2016
17,Raleigh Hills,Asian,Studio,Y,2016
17,Raleigh Hills,Asian,1-BR,N,2016
17,Raleigh Hills,Asian,2-BR,N,2016
17,Raleigh Hills,Asian,3-BR,N,2016
17,Raleigh Hills,Asian,Homeownership,Y,2016
17,Raleigh Hills,Senior,Studio,Y,2016
17,Raleigh Hills,Senior,1-BR,N,2016
17,Raleigh Hills,Senior,2-BR,N,2016
17,Raleigh Hills,Senior,3-BR,N,2016
17,Raleigh Hills,Senior,Homeownership,N,2016
17,Raleigh Hills,Single Mother,Studio,Y,2016
17,Raleigh Hills,Single Mother,1-BR,N,2016
17,Raleigh Hills,Single Mother,2-BR,N,2016
17,Raleigh Hills,Single Mother,3-BR,N,2016
17,Raleigh Hills,Single Mother,Homeownership,N,2016
17,Raleigh Hills,Foreign-Born,Studio,Y,2016
17,Raleigh Hills,Foreign-Born,1-BR,N,2016
17,Raleigh Hills,Foreign-Born,2-BR,N,2016
17,Raleigh Hills,Foreign-Born,3-BR,N,2016
17,Raleigh Hills,Foreign-Born,Homeownership,Y,2016
18,Roseway-Cully,Avg. Portland Household,Studio,Y,2016
18,Roseway-Cully,Avg. Portland Household,1-BR,N,2016
18,Roseway-Cully,Avg. Portland Household,2-BR,N,2016
18,Roseway-Cully,Avg. Portland Household,3-BR,N,2016
18,Roseway-Cully,Avg. Portland Household,Homeownership,Y,2016
18,Roseway-Cully,3-Person Extremely Low-Income,Studio,Y,2016
18,Roseway-Cully,3-Person Extremely Low-Income,1-BR,N,2016
18,Roseway-Cully,3-Person Extremely Low-Income,2-BR,N,2016
18,Roseway-Cully,3-Person Extremely Low-Income,3-BR,N,2016
18,Roseway-Cully,3-Person Extremely Low-Income,Homeownership,Y,2016
18,Roseway-Cully,3-Person Low-Income,Studio,Y,2016
18,Roseway-Cully,3-Person Low-Income,1-BR,N,2016
18,Roseway-Cully,3-Person Low-Income,2-BR,N,2016
18,Roseway-Cully,3-Person Low-Income,3-BR,N,2016
18,Roseway-Cully,3-Person Low-Income,Homeownership,Y,2016
18,Roseway-Cully,3-Person Moderate-Income,Studio,Y,2016
18,Roseway-Cully,3-Person Moderate-Income,1-BR,N,2016
18,Roseway-Cully,3-Person Moderate-Income,2-BR,N,2016
18,Roseway-Cully,3-Person Moderate-Income,3-BR,N,2016
18,Roseway-Cully,3-Person Moderate-Income,Homeownership,Y,2016
18,Roseway-Cully,Couple with Family,Studio,Y,2016
18,Roseway-Cully,Couple with Family,1-BR,N,2016
18,Roseway-Cully,Couple with Family,2-BR,N,2016
18,Roseway-Cully,Couple with Family,3-BR,N,2016
18,Roseway-Cully,Couple with Family,Homeownership,Y,2016
18,Roseway-Cully,White,Studio,N,2016
18,Roseway-Cully,White,1-BR,N,2016
18,Roseway-Cully,White,2-BR,N,2016
18,Roseway-Cully,White,3-BR,N,2016
18,Roseway-Cully,White,Homeownership,N,2016
18,Roseway-Cully,Black,Studio,Y,2016
18,Roseway-Cully,Black,1-BR,N,2016
18,Roseway-Cully,Black,2-BR,N,2016
18,Roseway-Cully,Black,3-BR,N,2016
18,Roseway-Cully,Black,Homeownership,Y,2016
18,Roseway-Cully,Latino,Studio,Y,2016
18,Roseway-Cully,Latino,1-BR,N,2016
18,Roseway-Cully,Latino,2-BR,N,2016
18,Roseway-Cully,Latino,3-BR,N,2016
18,Roseway-Cully,Latino,Homeownership,N,2016
18,Roseway-Cully,Native American,Studio,Y,2016
18,Roseway-Cully,Native American,1-BR,N,2016
18,Roseway-Cully,Native American,2-BR,N,2016
18,Roseway-Cully,Native American,3-BR,N,2016
18,Roseway-Cully,Native American,Homeownership,N,2016
18,Roseway-Cully,Asian,Studio,Y,2016
18,Roseway-Cully,Asian,1-BR,N,2016
18,Roseway-Cully,Asian,2-BR,N,2016
18,Roseway-Cully,Asian,3-BR,N,2016
18,Roseway-Cully,Asian,Homeownership,Y,2016
18,Roseway-Cully,Senior,Studio,Y,2016
18,Roseway-Cully,Senior,1-BR,N,2016
18,Roseway-Cully,Senior,2-BR,N,2016
18,Roseway-Cully,Senior,3-BR,N,2016
18,Roseway-Cully,Senior,Homeownership,N,2016
18,Roseway-Cully,Single Mother,Studio,Y,2016
18,Roseway-Cully,Single Mother,1-BR,N,2016
18,Roseway-Cully,Single Mother,2-BR,N,2016
18,Roseway-Cully,Single Mother,3-BR,N,2016
18,Roseway-Cully,Single Mother,Homeownership,N,2016
18,Roseway-Cully,Foreign-Born,Studio,Y,2016
18,Roseway-Cully,Foreign-Born,1-BR,N,2016
18,Roseway-Cully,Foreign-Born,2-BR,N,2016
18,Roseway-Cully,Foreign-Born,3-BR,N,2016
18,Roseway-Cully,Foreign-Born,Homeownership,Y,2016
19,Sellwood-Moreland-Brooklyn,Avg. Portland Household,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Avg. Portland Household,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Avg. Portland Household,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Avg. Portland Household,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Avg. Portland Household,Homeownership,Y,2016
19,Sellwood-Moreland-Brooklyn,3-Person Extremely Low-Income,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,3-Person Extremely Low-Income,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Extremely Low-Income,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Extremely Low-Income,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Extremely Low-Income,Homeownership,Y,2016
19,Sellwood-Moreland-Brooklyn,3-Person Low-Income,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,3-Person Low-Income,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Low-Income,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Low-Income,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Low-Income,Homeownership,Y,2016
19,Sellwood-Moreland-Brooklyn,3-Person Moderate-Income,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,3-Person Moderate-Income,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Moderate-Income,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Moderate-Income,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,3-Person Moderate-Income,Homeownership,Y,2016
19,Sellwood-Moreland-Brooklyn,Couple with Family,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Couple with Family,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Couple with Family,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Couple with Family,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Couple with Family,Homeownership,Y,2016
19,Sellwood-Moreland-Brooklyn,White,Studio,N,2016
19,Sellwood-Moreland-Brooklyn,White,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,White,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,White,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,White,Homeownership,N,2016
19,Sellwood-Moreland-Brooklyn,Black,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Black,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Black,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Black,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Black,Homeownership,Y,2016
19,Sellwood-Moreland-Brooklyn,Latino,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Latino,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Latino,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Latino,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Latino,Homeownership,N,2016
19,Sellwood-Moreland-Brooklyn,Native American,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Native American,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Native American,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Native American,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Native American,Homeownership,N,2016
19,Sellwood-Moreland-Brooklyn,Asian,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Asian,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Asian,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Asian,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Asian,Homeownership,Y,2016
19,Sellwood-Moreland-Brooklyn,Senior,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Senior,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Senior,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Senior,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Senior,Homeownership,N,2016
19,Sellwood-Moreland-Brooklyn,Single Mother,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Single Mother,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Single Mother,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Single Mother,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Single Mother,Homeownership,N,2016
19,Sellwood-Moreland-Brooklyn,Foreign-Born,Studio,Y,2016
19,Sellwood-Moreland-Brooklyn,Foreign-Born,1-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Foreign-Born,2-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Foreign-Born,3-BR,N,2016
19,Sellwood-Moreland-Brooklyn,Foreign-Born,Homeownership,Y,2016
20,South Portland-Maraquam Hill,Avg. Portland Household,Studio,Y,2016
20,South Portland-Maraquam Hill,Avg. Portland Household,1-BR,N,2016
20,South Portland-Maraquam Hill,Avg. Portland Household,2-BR,N,2016
20,South Portland-Maraquam Hill,Avg. Portland Household,3-BR,N,2016
20,South Portland-Maraquam Hill,Avg. Portland Household,Homeownership,Y,2016
20,South Portland-Maraquam Hill,3-Person Extremely Low-Income,Studio,Y,2016
20,South Portland-Maraquam Hill,3-Person Extremely Low-Income,1-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Extremely Low-Income,2-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Extremely Low-Income,3-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Extremely Low-Income,Homeownership,Y,2016
20,South Portland-Maraquam Hill,3-Person Low-Income,Studio,Y,2016
20,South Portland-Maraquam Hill,3-Person Low-Income,1-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Low-Income,2-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Low-Income,3-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Low-Income,Homeownership,Y,2016
20,South Portland-Maraquam Hill,3-Person Moderate-Income,Studio,Y,2016
20,South Portland-Maraquam Hill,3-Person Moderate-Income,1-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Moderate-Income,2-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Moderate-Income,3-BR,N,2016
20,South Portland-Maraquam Hill,3-Person Moderate-Income,Homeownership,Y,2016
20,South Portland-Maraquam Hill,Couple with Family,Studio,Y,2016
20,South Portland-Maraquam Hill,Couple with Family,1-BR,N,2016
20,South Portland-Maraquam Hill,Couple with Family,2-BR,N,2016
20,South Portland-Maraquam Hill,Couple with Family,3-BR,N,2016
20,South Portland-Maraquam Hill,Couple with Family,Homeownership,Y,2016
20,South Portland-Maraquam Hill,White,Studio,N,2016
20,South Portland-Maraquam Hill,White,1-BR,N,2016
20,South Portland-Maraquam Hill,White,2-BR,N,2016
20,South Portland-Maraquam Hill,White,3-BR,N,2016
20,South Portland-Maraquam Hill,White,Homeownership,N,2016
20,South Portland-Maraquam Hill,Black,Studio,Y,2016
20,South Portland-Maraquam Hill,Black,1-BR,N,2016
20,South Portland-Maraquam Hill,Black,2-BR,N,2016
20,South Portland-Maraquam Hill,Black,3-BR,N,2016
20,South Portland-Maraquam Hill,Black,Homeownership,Y,2016
20,South Portland-Maraquam Hill,Latino,Studio,Y,2016
20,South Portland-Maraquam Hill,Latino,1-BR,N,2016
20,South Portland-Maraquam Hill,Latino,2-BR,N,2016
20,South Portland-Maraquam Hill,Latino,3-BR,N,2016
20,South Portland-Maraquam Hill,Latino,Homeownership,N,2016
20,South Portland-Maraquam Hill,Native American,Studio,Y,2016
20,South Portland-Maraquam Hill,Native American,1-BR,N,2016
20,South Portland-Maraquam Hill,Native American,2-BR,N,2016
20,South Portland-Maraquam Hill,Native American,3-BR,N,2016
20,South Portland-Maraquam Hill,Native American,Homeownership,N,2016
20,South Portland-Maraquam Hill,Asian,Studio,Y,2016
20,South Portland-Maraquam Hill,Asian,1-BR,N,2016
20,South Portland-Maraquam Hill,Asian,2-BR,N,2016
20,South Portland-Maraquam Hill,Asian,3-BR,N,2016
20,South Portland-Maraquam Hill,Asian,Homeownership,Y,2016
20,South Portland-Maraquam Hill,Senior,Studio,Y,2016
20,South Portland-Maraquam Hill,Senior,1-BR,N,2016
20,South Portland-Maraquam Hill,Senior,2-BR,N,2016
20,South Portland-Maraquam Hill,Senior,3-BR,N,2016
20,South Portland-Maraquam Hill,Senior,Homeownership,N,2016
20,South Portland-Maraquam Hill,Single Mother,Studio,Y,2016
20,South Portland-Maraquam Hill,Single Mother,1-BR,N,2016
20,South Portland-Maraquam Hill,Single Mother,2-BR,N,2016
20,South Portland-Maraquam Hill,Single Mother,3-BR,N,2016
20,South Portland-Maraquam Hill,Single Mother,Homeownership,N,2016
20,South Portland-Maraquam Hill,Foreign-Born,Studio,Y,2016
20,South Portland-Maraquam Hill,Foreign-Born,1-BR,N,2016
20,South Portland-Maraquam Hill,Foreign-Born,2-BR,N,2016
20,South Portland-Maraquam Hill,Foreign-Born,3-BR,N,2016
20,South Portland-Maraquam Hill,Foreign-Born,Homeownership,Y,2016
21,St. Johns,Avg. Portland Household,Studio,Y,2016
21,St. Johns,Avg. Portland Household,1-BR,N,2016
21,St. Johns,Avg. Portland Household,2-BR,N,2016
21,St. Johns,Avg. Portland Household,3-BR,N,2016
21,St. Johns,Avg. Portland Household,Homeownership,Y,2016
21,St. Johns,3-Person Extremely Low-Income,Studio,Y,2016
21,St. Johns,3-Person Extremely Low-Income,1-BR,N,2016
21,St. Johns,3-Person Extremely Low-Income,2-BR,N,2016
21,St. Johns,3-Person Extremely Low-Income,3-BR,N,2016
21,St. Johns,3-Person Extremely Low-Income,Homeownership,Y,2016
21,St. Johns,3-Person Low-Income,Studio,Y,2016
21,St. Johns,3-Person Low-Income,1-BR,N,2016
21,St. Johns,3-Person Low-Income,2-BR,N,2016
21,St. Johns,3-Person Low-Income,3-BR,N,2016
21,St. Johns,3-Person Low-Income,Homeownership,Y,2016
21,St. Johns,3-Person Moderate-Income,Studio,Y,2016
21,St. Johns,3-Person Moderate-Income,1-BR,N,2016
21,St. Johns,3-Person Moderate-Income,2-BR,N,2016
21,St. Johns,3-Person Moderate-Income,3-BR,N,2016
21,St. Johns,3-Person Moderate-Income,Homeownership,Y,2016
21,St. Johns,Couple with Family,Studio,Y,2016
21,St. Johns,Couple with Family,1-BR,N,2016
21,St. Johns,Couple with Family,2-BR,N,2016
21,St. Johns,Couple with Family,3-BR,N,2016
21,St. Johns,Couple with Family,Homeownership,Y,2016
21,St. Johns,White,Studio,N,2016
21,St. Johns,White,1-BR,N,2016
21,St. Johns,White,2-BR,N,2016
21,St. Johns,White,3-BR,N,2016
21,St. Johns,White,Homeownership,N,2016
21,St. Johns,Black,Studio,Y,2016
21,St. Johns,Black,1-BR,N,2016
21,St. Johns,Black,2-BR,N,2016
21,St. Johns,Black,3-BR,N,2016
21,St. Johns,Black,Homeownership,Y,2016
21,St. Johns,Latino,Studio,Y,2016
21,St. Johns,Latino,1-BR,N,2016
21,St. Johns,Latino,2-BR,N,2016
21,St. Johns,Latino,3-BR,N,2016
21,St. Johns,Latino,Homeownership,N,2016
21,St. Johns,Native American,Studio,Y,2016
21,St. Johns,Native American,1-BR,N,2016
21,St. Johns,Native American,2-BR,N,2016
21,St. Johns,Native American,3-BR,N,2016
21,St. Johns,Native American,Homeownership,N,2016
21,St. Johns,Asian,Studio,Y,2016
21,St. Johns,Asian,1-BR,N,2016
21,St. Johns,Asian,2-BR,N,2016
21,St. Johns,Asian,3-BR,N,2016
21,St. Johns,Asian,Homeownership,Y,2016
21,St. Johns,Senior,Studio,Y,2016
21,St. Johns,Senior,1-BR,N,2016
21,St. Johns,Senior,2-BR,N,2016
21,St. Johns,Senior,3-BR,N,2016
21,St. Johns,Senior,Homeownership,N,2016
21,St. Johns,Single Mother,Studio,Y,2016
21,St. Johns,Single Mother,1-BR,N,2016
21,St. Johns,Single Mother,2-BR,N,2016
21,St. Johns,Single Mother,3-BR,N,2016
21,St. Johns,Single Mother,Homeownership,N,2016
21,St. Johns,Foreign-Born,Studio,Y,2016
21,St. Johns,Foreign-Born,1-BR,N,2016
21,St. Johns,Foreign-Born,2-BR,N,2016
21,St. Johns,Foreign-Born,3-BR,N,2016
21,St. Johns,Foreign-Born,Homeownership,Y,2016
22,Tryon Creek-South Terwilliger,Avg. Portland Household,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Avg. Portland Household,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Avg. Portland Household,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Avg. Portland Household,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Avg. Portland Household,Homeownership,Y,2016
22,Tryon Creek-South Terwilliger,3-Person Extremely Low-Income,Studio,Y,2016
22,Tryon Creek-South Terwilliger,3-Person Extremely Low-Income,1-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Extremely Low-Income,2-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Extremely Low-Income,3-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Extremely Low-Income,Homeownership,Y,2016
22,Tryon Creek-South Terwilliger,3-Person Low-Income,Studio,Y,2016
22,Tryon Creek-South Terwilliger,3-Person Low-Income,1-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Low-Income,2-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Low-Income,3-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Low-Income,Homeownership,Y,2016
22,Tryon Creek-South Terwilliger,3-Person Moderate-Income,Studio,Y,2016
22,Tryon Creek-South Terwilliger,3-Person Moderate-Income,1-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Moderate-Income,2-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Moderate-Income,3-BR,N,2016
22,Tryon Creek-South Terwilliger,3-Person Moderate-Income,Homeownership,Y,2016
22,Tryon Creek-South Terwilliger,Couple with Family,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Couple with Family,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Couple with Family,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Couple with Family,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Couple with Family,Homeownership,Y,2016
22,Tryon Creek-South Terwilliger,White,Studio,N,2016
22,Tryon Creek-South Terwilliger,White,1-BR,N,2016
22,Tryon Creek-South Terwilliger,White,2-BR,N,2016
22,Tryon Creek-South Terwilliger,White,3-BR,N,2016
22,Tryon Creek-South Terwilliger,White,Homeownership,N,2016
22,Tryon Creek-South Terwilliger,Black,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Black,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Black,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Black,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Black,Homeownership,Y,2016
22,Tryon Creek-South Terwilliger,Latino,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Latino,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Latino,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Latino,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Latino,Homeownership,N,2016
22,Tryon Creek-South Terwilliger,Native American,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Native American,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Native American,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Native American,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Native American,Homeownership,N,2016
22,Tryon Creek-South Terwilliger,Asian,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Asian,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Asian,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Asian,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Asian,Homeownership,Y,2016
22,Tryon Creek-South Terwilliger,Senior,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Senior,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Senior,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Senior,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Senior,Homeownership,N,2016
22,Tryon Creek-South Terwilliger,Single Mother,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Single Mother,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Single Mother,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Single Mother,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Single Mother,Homeownership,N,2016
22,Tryon Creek-South Terwilliger,Foreign-Born,Studio,Y,2016
22,Tryon Creek-South Terwilliger,Foreign-Born,1-BR,N,2016
22,Tryon Creek-South Terwilliger,Foreign-Born,2-BR,N,2016
22,Tryon Creek-South Terwilliger,Foreign-Born,3-BR,N,2016
22,Tryon Creek-South Terwilliger,Foreign-Born,Homeownership,Y,2016
23,West Portland,Avg. Portland Household,Studio,Y,2016
23,West Portland,Avg. Portland Household,1-BR,N,2016
23,West Portland,Avg. Portland Household,2-BR,N,2016
23,West Portland,Avg. Portland Household,3-BR,N,2016
23,West Portland,Avg. Portland Household,Homeownership,Y,2016
23,West Portland,3-Person Extremely Low-Income,Studio,Y,2016
